text,score
अमृत सागर चोपड़ा मामूली से विषय पर हंसाने की कोशिश में असफल रहे हैं,-1
"हालांकि फिल्म में अभिनेताओं की भीड़ है, लेकिन वे सभी दृश्यों की खानापूर्ति के लिए हैं",-1
अकेले अरशद वारसी को फिल्म खींचने की जिम्मेदारी मिली है वे इसे निभा नहीं पाते,-1
अभिनय में अभी अभ्यास की जरूरत है,-1
फिल्म में अवांछित गाने की जगह कुछ जोरदार दृश्य जोड़े जा सकते तो फिल्म की पुख्तगी बढ़ जाती,-1
"चोर चोर सुपर चोर' में नयापन जरूर है, लेकिन एक कच्चापन भी है",-1
मनीष तिवारी की 'इसक' देखते समय और देख कर निकलने के बाद भी याद नहीं रहता कि फिल्म का मुख्य विषय और उद्देश्य क्या था,-1
"कुल मिलाकर 'इसक' एक ऐसी खिचड़ी बन गई है, जो हर कौर में पिछले स्वाद को कुचल देती है",-1
"कमजोर फिल्में निराश करती हैं, लेकिन 'इसक' तो हताश करती है",-1
क्या मिले हुए मौके को ऐसे गंवाया जा सकता है? समस्या यह है कि अभी ठीक ढंग से स्थापित नहीं हो सके विशाल भारद्वाज और अनुराग कश्यप की शैलियों की नकल में मनीष तिवारी अपनी पहली फिल्म 'दिल दोस्ती एटसेट्रा' की सादगी और गहराई भी भूल गए हैं,-1
न तो यह फिल्म इश्क की दास्तान है और न ही दो परिवारों के झगड़े की कहानी प्रतीक की संवाद अदायगी इतनी गड़बड़ है कि कान लगाने पर भी ठीक से संवाद नहीं सुनाई पड़ते,-1
उन्होंने किरदार पर कोई मेहनत नहीं की है,-1
नायिका उनसे बीस इसलिए ठहरती हैं कि उन्होंने थोड़ी मेहनत की है।,-1
निर्देशक अमित सक्सेना की जिस्म इससे कई गुना अच्छी फिल्म थी,-1
पूनम पांडे के अभिनय की तो बात ही न की जाए बेहतर है,-1
"लेकिन उन्हें साम, दाम, दंड, और भेद चाहे जैसे बॉलीवुड में तो एंट्री मिल गई लेकिन अभिनेता शिवम को आने वाले दिनों में अपने करियर पर और भी फोकस करना होगा",-1
फिल्म का एक भी गाना ऐसा नहीं है जो आपकी जुबान पर चढ़ सके,-1
कुल मिलाकर नशा एक औसत फिल्म है जो बॉलीवुड की सालों से चली आ रही बासी और सड़ चुकी देहगाथा को एक कदम आगे बढ़ाने का काम करती है,-1
दर्शकों को रिझाने या बहलाने के लिए इस फिल्म में कुछ भी नहीं है,-1
'डी डे' ऐसी उलझनों की वजह से साधारण फिल्म रह गई,-1
"इस साधारण फिल्म में इरफान, अर्जुन रामपाल और अन्य उम्दा कलाकारों की प्रतिभा की फिजूलखर्ची खलती है",-1
सवाल उठता है कि केवल मोस्ट वांटेड को भारत लाने की कहानी दर्शकों को पसंद नहीं आती क्या? लेखक-निर्देशक की दुविधा ही फिल्म को कमजोर करती है,-1
कुछ प्रसंगों में संवाद और दृश्यों की कसावट का अभाव खलता है,-1
एक तो फिल्म के सारे किरदार निगेटिव शेड के हैं। फिल्म के नायक सूरज के मामा के अलावा किसी में भी अच्छाई नजर नहीं आती,-1
सभी किसी न किसी प्रपंच में लगे हुए हैं,-1
शांतचित्त दिखने वाला किरदार तक अंत मे खूंखार नजर आता है,-1
'शॉर्टकट रोमियो' एक ऊबाऊ फिल्म है,-1
"अमीषा पटेल, नील नितिन मुकेश, बंटी ग्रेटाल और राजेश श्रृंगारपुरे चारों मुख्य अभिनेताओं ने निराश किया है",-1
फिल्म अनावश्यक रूप से लंबी है,-1
एक्शन दृश्यों की डिटेलिंग से कानों में हथौड़े चलने लगते हैं,-1
"पता नहीं चलता, लेकिन फिल्म के प्रति बेरूखी बढ़ती जाती है",-1
आखिरकार हम ठगे महसूस करते हैं,-1
"जहां पिता मिथुन के लिए सब कुछ आसान रहा है, वहीं बेटा महाअक्षय हर दृश्य में जूझते नजर आते हैं",-1
फिर भी 'एनिमी' अपनी सीमाओं से निकल नहीं पाती,-1
आशु त्रिखा को अपनी प्रतिभा का उपयोग कुछ बेहतर विषयों के चित्रण करना चाहिए,-1
'भूमि' टुकड़ों-टुकड़ों में बंटी फ़िल्म है। कुछ हिस्से उपजाऊ तो कुछ हिस्से बंजर है,-1
पूरी फ़िल्म मिला कर देखी जाए तो सच्चाई कम नजर आती है,-1
निर्देशक और लेखक जान-बूझकर ज़बर्दस्ती दर्शकों को भावनाओं के समंदर में डूबा देना चाहते हैं और यह एहसास लगातार इंटरवल तक बना रहता है,-1
मगर जो उनके फैन नहीं हैं उन्हें शायद यह फ़िल्म रास ना आए,-1
कभी-कभी यूं लगा शायद श्रद्धा की कास्टिंग इस फ़िल्म के लिए ठीक नहीं,-1
दर्शकों से कनेक्ट नहीं कर पाई 'हसीना पारकर,-1
अभिनय की बात की जाए तो कुणाल राय कपूर अगर और मेहनत कर लेते तो उनके किरदार में और जान आ पाती,-1
फ़िल्म का स्क्रीनप्ले बहुत ही अच्छा लिखा गया है और कहानी भी मनोरंजक है,-1
अगर वह अपना वजन थोड़ा कम कर लेते तो एक कॉलेज स्टूडेंट या उसके आस-पास का उनका किरदार थोड़ा कन्विन्शिंग लगता,-1
कुल मिलाकर 'लखनऊ सेंट्रल' कोई महान फ़िल्म तो नहीं मगर एक बार देखी जा सकती है,-1
निराश करती है यह 'सिमरन',-1
यह फ़िल्म अत्यंत साधारण फ़िल्म है,-1
फ़िल्म शुरू होने के कुछ समय तक तो आपको समझ ही नहीं आता कि आखिर हो क्या रहा है,-1
एडिटिंग बहुत ही कमजोर है,-1
स्टोरी और स्क्रीनप्ले पर बिल्कुल भी मेहनत नहीं की गई है,-1
फ़िल्म का संगीत साधारण है,-1
हंसल मेहता का निर्देशन इस बार कमजोर पड़ गया,-1
मगर आसिम इसे एक साधारण सी फ़िल्म के ऊपर नहीं ले जा पाए हैं,-1
यही इस फ़िल्म की सबसे बड़ी कमी है,-1
एडिटिंग पर थोड़ा और काम होना चाहिए था,-1
"लेकिन, उसमें काफी कमियां नजर आती हैं। इन सबके बीच सबसे बड़ी कमी नजर आती है स्क्रिप्ट डिपार्टमेंट में",-1
मगर जैसे ही कहानी आगे बढ़ती है एक रेग्यूलर मसाला फ़िल्म की तरह ही नज़र आती है 'बादशाहो',-1
क्लाइमेक्स पर आकर आप खुद को ठगा सा महसूस करते हैं,-1
इतनी बड़ी समस्या का ऐसा समाधान लेखन विभाग की असफलता दिखाती है,-1
फ़िल्म के लेखक रजत अरोरा के साथ निर्देशक मिलन लूथरिया को थोड़ी और मेहनत की जरूरत थी,-1
कुल मिलाकर 'बादशाहो' एक औसत फ़िल्म है,-1
निर्देशक कृष्णा डीके और राज की फ़िल्म 'अ जेंटलमैन' एक औसत कमर्शियल फ़िल्म है,-1
जिसमें ज्यादा दिमाग लगाने की जरूरत नहीं होती,-1
"निर्देशक द्वय ने फ़िल्म पर अपनी पकड़ बनाए रखने के लिए काफी मशक्कत भी की है किंतु, वे सफलता हासिल नहीं कर सकें",-1
मगर कहानी में कोई ख़ास दम नहीं है,-1
"गिने-चुने दृश्यों के अलावा फ़िल्म,दर्शकों पर पकड़ बरकरार नहीं रख पाती",-1
इस तरह की फ़िल्म का आईडिया किसी हॉलीवुड फ़िल्म को देखकर आया है और इसका भारतीयकरण बिल्कुल जल्दबाजी में और बचकाने तरीके से बिना भारतीय व्यवस्था को समझे किया गया है,-1
अंडर ट्रायल जैसे गंभीर मुद्दे को बहुत ही सतही तौर पर प्रस्तुत किया गया है,-1
अभिनय की बात की जाए तो आधार जैन को अभी काफी मेहनत करने की जरूरत है,-1
"उनमें संभावनाएं जरूर हैं मगर, उनके लॉन्चिंग में जल्दीबाजी की गई है",-1
उनका चित्रण बहुत ही फॉल्स है,-1
आप चाहे तो यह फ़िल्म छोड़ भी सकते हैं,-1
स्क्रीन पर आते ही उसकी हवा निकल गई है,-1
इस फ़िल्म का सबसे कमजोर हिस्सा इसका स्क्रीनप्ले और कहानी ही है,-1
"कुल मिलाकर यह कहा जाए तो गलत नहीं होगा कि 'बाबूमोशाय बंदूकबाज' एक साधारण सी फ़िल्म है, जो उम्मीदों पर खरी नहीं उतरती",-1
नवाजुद्दीन सिद्दीकी के चाहने वाले उनकी छवि को देखते हुए यह फ़िल्म को देखने जाएंगे निराश ही होंगे,-1
समय की कमी और इतना मुश्किल काम जल्द करने में असमर्थ रेडक्लिफ़ अपने हाथ खड़े कर देते हैं,-1
जो कभी-कभी फ़िल्म को उबाऊ कर देता है,-1
फ़िल्म के क्राफ्ट के हिसाब से कई सारी जगह सिंथेटिक लगती है,-1
कुल मिलाकर पार्टीशन हमारे दौर की एक महत्वपूर्ण फ़िल्म तो है मगर इसका नज़रिया कहीं न कहीं एकतरफा लगता है,-1
फ़िल्म अनावश्यक रूप से काफी लंबी है,-1
इंटरवल तक फ़िल्म बोझिल हो जाती है,-1
स्क्रीनप्ले पर और मेहनत की जानी चाहिए थी,-1
सिनेमेटोग्राफी भी और बेहतर होती तो फ़िल्म दर्शनीय बन पाती,-1
"जिनके दिमाग में शाह रुख़ ख़ान की फ़िल्म यानी भव्य, सुपरमैन की तरह का नायक और बड़े-बड़े सेट्स हैं वो इस फ़िल्म से शायद खुद को जोड़ न पाएं",-1
"पूरी फ़िल्म में अपनी पकड़ बनाये रखने वाले इम्तियाज़ ने क्लाइमेक्स में अपनी फ़िल्मी लिबर्टी ले ली, जो कुछ छूट गया का अहसास कराती है",-1
मधुर सिर्फ एक मामले में चूक गए। जो शायद युवा पीढ़ी को गुमराह करे,-1
"हां, कुछ लॉजिकल फॉल्ट्स हैं फिल्म में जो हर कमर्शियल फिल्मों में अक्सर होते हैं",-1
उन्हें अभी दिखाना होगा कि वो अभिनय के कितने आयाम मौजूद हैं,-1
स्लो स्क्रीनप्ले और जरुरत से ज्यादा उलझी कहानी आप को बोर कर सकते हैं,-1
ढेर सारे ट्रेक्स ओनिर खोल देते है उसमें दर्शक कंफ्यूज हो जाता है कि आखिर चल क्या रहा है,-1
पेस एंड रीदम का फिल्म में अभाव है जिससे फिल्म का ग्राफ एक जैसा ग्रो नहीं करता,-1
फ़र्स्टहाफ थोड़ा खींच गया,-1
मिथुन के संगीत से सजी फिल्‍म चुस्त एडिटिंग में मात खाती है,-1
समर्थ कलाकारों के बावजूद दिक्कत लेखन से हो गई है,-1
संवादों में रचनात्‍मकता का पुट होने के बावजूद हंसी चेहरे पर नहीं पसर पाती है,-1
हालांकि इन सब चीजों के बावजूद फिल्म का घटनाक्रम कहानी को बड़ी प्रेडिक्‍टेबल सी बना गई है,-1
इससे यह आला दर्जे की थ्रिलर बनते-बनते रह गई है,-1
एक जमाने में सफल फिल्में दे चुके सुनील दर्शन की यह फिल्म उक्त कारणों के चलते असरहीन हो गई है,-1
दीम के संगीत को छोड़ दें तो यह लेष मात्र भी प्रभाव नहीं छोड़ती,-1
कहानी तो रिक्‍त स्थानों की पूर्ति भर कर रहे हैं,-1
थ्रिलर का स्तर धारावाहिकों सा हो गया है। वह कई मौकों पर हास्यास्पद सा लगा है,-1
बोल और भाव-भंगिमा में बड़ा फासला दिखता है,-1
‘ट्यूबलाइट’ के इस महत्‍वपूर्ण संदेश में फिल्‍म थोड़ी फिसल जाती है,-1
यह फिल्‍म पूर्वार्द्ध में थोड़ी शिथिल पड़ी है,-1
अमजद खान के अवतार में विवेक ओबेरॉय जरा सी कसर छोड़ गए,-1
सीमित साधनों और बजट की अभिषेक सक्‍सेना निर्देशित ‘फुल्‍लू’ आरंभिक चमक के बाद क्रिएटिविटी में भी सीमित रह गई है,-1
नेक इरादे से बनाई गई इस फिल्‍म में घटनाएं इतनी कम हैं कि कथा विस्‍तार नहीं हो सका है,-1
फिल्‍म एकआयामी होकर रह जाती है,-1
इस वजह से फिल्‍म का संदेश प्रभावी तरीके से व्‍यक्‍त नहीे हो पाता,-1
"लेखक ने फुल्‍लू का मासूम किरदार तो गढ़ा है,लेकिन उस किरदार को कार्य और क्रिया नहीं दे सके हैं",-1
फिल्‍म के बाकी किरदारों का रवैया भी स्‍पष्‍ट नहीं होता,-1
अकेल शारिब हाश्‍मी पर टिकी यह फिल्‍म पूरी होने के पहले ही हांफने लगती है,-1
साफ लगता है कि बोल्‍डनेस की चाह रखने वालों का खास ख्‍याल रखा गया है,-1
"बहरहाल, दिक्कत अत्‍याधिक सरल पटकथा के चलते हो गई है",-1
रहस्य और रोमांच का तानाबाना ढंग से नहीं बन पाया है,-1
साथ ही यह एक्शन से ज्यादा कॉमेडी की गलियों में गुम हो जाती है,-1
साइकोलॉजिकल बीमारियों के बारे में समुचित जानकारी का अभाव खटकता है,-1
खंडित शख्सियत के शिकार जय को चित्रित करने में प्रवीण कमजोर पड़े हैं,-1
हालांकि डायलाग वह सपाट तरीके से बोलती नजर आती हैं,-1
"वह डर, परेशानी और द्वंद्व में फंसे शख्स के भावों को पूरी तरह उकेर नहीं पाए हैं",-1
रॉनी बने ध्रुव बाली अभिनय में कच्चे लगे,-1
वह भी प्रभावहीन लगी हैं,-1
उनके किरदारों को सही से गढ़ा नहीं गया है,-1
बाकी सहयोगी कलाकार खानापूर्ति करते दिखते हैं,-1
इस फिल्म पर थोड़ी और मेहनत की गई होती और सचिन तेंदुलकर के व्यक्त्त्वि को खंगाला गया होता तो यह फिल्म दूरगामी प्रभाव की हो जाती,-1
यों लगता है कि सचिन की तरफ से निर्माता-निर्देशक को भरपूर सहयोग नहीं मिला,-1
"भाषा, परिवेश और माहौल में ‘हाफ गर्लफ्रेंड’ में कसर रह जाती है और उसके कारण अंतिम असर कमजोर होता है",-1
हाफ गर्लफ्रेंड’ में तर्क दरकिनार है और संयोगों की भरमार है,-1
‘हिंदी मीडियम’ जैसी बेहतरीन फिल्‍म का यह कमजोर अंश है,-1
कमी है तो ऐसे प्रसंगों और दृश्यों की जहां वे विस्तार और गहराई पा सकें,-1
हिंदी के प्रयोग में व्याकरण और व्यवहार की गलतियां आम होती जा रही हैं,-1
रामगोपाल वर्मा की ‘सरकार 3’ उम्मीदों पर खरी नहीं उतरती,-1
फिल्म चारों खाने चित्त हो जाती है,-1
"अफसोस, यह हमारे समय के समर्थ फिल्मकार का भयंकर भटकाव है",-1
"अमिताभ बच्चकन, मनोज बाजपेयी और बाकी कलाकारों की उम्दा अदाकारी, रामकुमार सिंह के संवाद और तकनीकी टीम के प्रयत्नों के बावजूद फिल्म संभल नहीं पाती",-1
"लम्हों, दृश्यों और छिटपुट परफारमेंस की खूबियों के बावजूद फिल्म अंतिम प्रभाव नहीं डाल पाती",-1
कहानी और पटकथा के स्तर की दिक्कतें फिल्म की गति और निष्‍पत्ति रोकती हैं,-1
रामगोपाल वर्मा सभी किरदारों को लेकर रोचक ड्रामा बुनने में चूकते हैं।,-1
‘सरकार 3’ रामगोपाल वर्मा की विफल फिल्मोंं की सूची में रहेगी,-1
उन दृश्यों में नवीनता नहीं है,-1
पर थोड़ा ठहरकर या सिनेमाघर से निकल कर सोचें तो यह आनंद मुट्ठी में बंधी रेत की तरह फिसल जाती है,-1
भारतीय फिल्‍मों का अावश्‍यक तत्व है इमोशन... इस फिल्‍म में इमोशन की कमी है,-1
"वात्‍सल्‍य, प्रेम और ईर्ष्‍या के भावों को गहराई नहीं मिल पाती",-1
इस विस्‍तार में धीमी फिल्‍म और बोझिल हो जाती है,-1
अफसोस है कि नूर को पर्दे पर जीने की कोशिश में अपनी सीमाओं को लांघती सोनाक्षी सिन्‍हा का प्रयास बेअसर रह जाता है,-1
लेकिन लेखक और निर्देशक उनकी मेहनत पर पानी फेर देते हैं,-1
यह फिल्‍म अपने उद्देश्‍य तक नहीं पहुंच पाती,-1
अपने उपसंहार में यह फिल्म दुविधा की शिकार होती है,-1
"अहम मुद्दे पर अहमकाना तो नहीं, लेकिन बहकी हुई फिल्म हमें मिलती है",-1
उनकी संवाद अदायगी और गुस्सैल अदाकारी बेहतर है,-1
रही-सही कसर उन सबको मिले कमजोर संवादों ने पूरी कर दी है,-1
यह उनके अब तक के करियर की सबसे कमजोर परफॉरमेंस कही जाएगी,-1
हालांकि जरूरत से ज्यादा गानों ने फिल्‍म की गति बाधित ही की है,-1
फ़िल्म का प्लॉट पेचीदा और उलझा हुआ है,-1
"कहानी भागती और बिखरी हुई है, जो दर्शक को बांधकर नहीं रख पाती",-1
"संवाद बेतरतीब और दार्शनिक भाव लिए हुए हैं, जिससे वो असरहीन प्रतीत होते हैं",-1
किरदारों की अदाकारी में गहराई का अभाव है,-1
अदाकारी में लापरवाही की झलक है,-1
अवधि लगभग दो घंटे होने की वजह से फ़िल्म थका सकती है,-1
हालांकि लंबे वक़्त तक फ़िल्म बांधे रखने में कामयाब नहीं होती,-1
कहानी इस पेंच तक आने के बाद उलझ जाती है,-1
लेखक और निर्देशक कभी रोमांस तो कभी राजनीति की गलियों में मिर्जा और जूलिएट के साथ भटकने लगते हैं,-1
बाकी किरदारों को स्‍पेस देने के चक्‍क्‍र में फिल्‍म का प्रवाह शिथिल और बाधित होता है,-1
दर्शन कुमार उनका साथ देने में कहीं-कहीं पिछड़ जाते हैं,-1
उनके किरदार के गठन की कमजोरी से उनका अभिनय प्रभावित होता है,-1
उद्दाम प्रेमी के रूप में वे निखर नहीं पाते,-1
लेकिन बाद में वही दोहराव लगने लगती है,-1
उनकी रिश्‍तेदारी और उनकी भाषा कहीं-कहीं खटकती है,-1
फिल्‍म में एक ही कमी है- कहानी,-1
अभी के समय के चित्रण में वही कौशल नहीं दिखा है,-1
"‘मशीन’ अब्‍बास-मस्‍तान की सबसे कमजोर फिल्‍म के रूप में याद की जाएगी,जिसमें एक लोकेशन के अलावा सब कुछ फिसड्डी रहा",-1
इससे फिल्‍म लचर होने के कारण देखने लायक भी नहीं रह गई,-1
दृश्‍य कमजोर हैं और अभिनेताओं का प्रदर्शन और भी कमजोर है,-1
रोमांटिक और नाटकीय संवादों में हंसी छूटती है,-1
फिल्‍म में कुछ कमियां भी हैं।,-1
कुछ दृश्‍य बेवजह लंबे हो गए हैं,-1
कुछ प्रसंग निरर्थक हैं।,-1
"ईशा गुप्‍ता को दबंग किरदार मिला है, लेकिन वह इतनी समर्थ नहीं हैं कि मारिया को ढंग से निभा पाएं",-1
अभिनय और परफारमेंस के लिहाज से इस फिल्‍म में सभी निराश करते हैं,-1
केशव पानेरी निर्देशित ‘जीना इसी का नाम है’ एक मुश्किल फिल्‍म है। यह दर्शकों की भी मुश्किल बढ़ाती है,-1
स्क्रिप्‍ट की सीमा और कमजोरी ही उनकी हद बन गई है,-1
उनके चरित्र चित्रण में अधूरापन है,-1
अनेक प्रतिभाओं के योगदान के बावजूद गीत-संगीत मामूली है,-1
सहकलाकारों की बदतरीन अदाकारी से सीक्वेंस हास्यास्पद हो गए हैं,-1
परिणामस्वरूप संवाद अदायगी के दौरान उनके चेहरे पर फ्लैट भाव कैमरे में कैद हुए,-1
पर्दे पर वह देखना हताशाजनक था,-1
इस मूक-चूक और लापरवाही से फिल्म अपनी संभावनाओं को ही मार डालती है और एक औसत फिल्म रह जाती है,-1
फिल्म का प्रवाह टूटता है,-1
किरदारों को गढ़ने में टीम का ढीलापन भरोसे और अन्य किरदारों में भी दिखता है,-1
अमित साध ने संवाद और भाषा का अभ्यास नहीं किया है,-1
फिल्मी रूपातंरण में वे तथ्यों को रोचक तरीके से नहीं रख पाए हैं,-1
ऐसा लगता है कि किरदार आपस में जुड़ नहीं पा रहे हैं,-1
सुधार और परिष्कार की संभावनाएं हैं,-1
‘रईस’ की यही खूबी और खामी है कि कमर्शियल मसाले डालकर मनोरंजन को रियलिस्टिक तरीके से परोसने की कोशिश की गई है,-1
निर्देशक ने उनकी क्षमता का पूरा उपयोग वहीं किया है,-1
मूल कथा और रईस के मिजाज के लिए जरूरी होने के बावजूद जोड़ा गया लगता है,-1
"पारूल बनी अंजना सुखानी और गीत-संगीत, सब असरहीन हैं।",-1
स्क्रीन पर स्पष्ट नजर आता है कि उन्होंने आधे-अधूरे मन से अदायगी की है,-1
कई जगह हिंदी फिल्मों के प्रचलित घिटे पिटे डायलाग का उपयोग अखरता है,-1
रजनीश दुग्गल कहीं-कहीं नाटकीय लगे हैं,-1
जरीन खान डांस में निराश करती हैं,-1
फिल्म के आइटम सांग का फिल्मांकन प्रभावशाली नहीं है,-1
शायरा का अतीत में अटके रहना खटकता है,-1
वह कहानी के मिजाज से मेल नहीं खाता,-1
"शेखर के पास हर प्रसंग के लिए दर्शन है, लेकिन खुद भावनात्मक झंझावात में फंसने पर वह बिखर जाता है",-1
"अनुभव सिन्हा मौलिक नहीं हैं, लेकिन उन्होंने अपनी ही फिल्म से बीज लिए हैं",-1
भाषा की अशुद्धियां खटकती हैं,-1
एनीमेशन उसी प्रकार आला दर्जे का नहीं है-,-1
फिल्म के साथ मेघालय का मुद्दा ढंग से मेल नहीं करता,-1
सब कुछ जबरदस्ती ठूंसा हुआ लगता है,-1
‘रॉक ऑन 2’ की पटकथा ढीली है,-1
संक्षेप में सीक्वल का संगीत पिछली फिल्म से कमजोर और साधारण है,-1
"अर्जुन रामपाल का किरदार आध-अधूरा रह गया है, इसलिए पिछली फिल्म की तरह वे असरदार नहीं दिखते",-1
साथ ही किरदारों की भाषा पर खास ध्यान नहीं दिया गया है,-1
उनके किरदारों को सही परिप्रेक्ष्य नहीं मिला है। उनके चरित्रों के निर्वाह में ढीलापन है,-1
’31 अक्टूबर’ देखते हुए तकलीफ होती है कि एक जरूरी फिल्म सरोकारी जल्दबाजी और संसाधनों की कमी की शिकार हो गई,-1
तकनीकी रूप से यह कमजोर फिल्म है,-1
छायांकन से लेकर अन्य तकनीकी मामलों की कमियां फिल्म को बेअसर करती हैं,-1
यही वजह है कि निर्देशक रॉन होवार्ड की कोशिशों के बावजूद फिल्म साधारण ही रह जाती है,-1
"फिल्म की कमजोरी इसकी पटकथा है, जो विश्वसनीयता पैदा नहीं कर पाती",-1
ज्यादातर दृश्य रोचक शुरूआत के बाद बीच में ही अटक और फिर भटक जाते हैं,-1
एक्शन और तकनीकी प्रभावों के बावजूद फिल्म प्रभावित नहीं करती,-1
फिल्म अतार्किक है,-1
घटनाओं और प्रसंगों में सामंजस्य नहीं है,-1
सभी की मेहनत के बावजूद कुछ छूट जाता है,-1
फिल्म बांध नहीं पाती है,-1
कमी है तो कंटेंट की,-1
गुलजार अपनी खासियत के बावजूद प्रभावित नहीं कर पाते,-1
दूसरे ट्रैक से भी कहानी भटकती है,-1
उस बोली को नहीं समझने वाले दर्शकों को थोड़ी दिक्कत हो सकती है,-1
सही मुद्दे पर व्यंग्यात्मक फिल्म बनाने की कोशिश में लेखक-निर्देशक असफल रह जाते हैं,-1
दृश्यों से संयोजन और चित्रण में बारीकी नहीं है,-1
यूं लगता है कि सीमित बजट में सब कुछ समेटने की जल्दबाजी है,-1
विक्रम भट्ट के इस फार्मूले में अब कोई रस नहीं बचा है,-1
फिल्म शुरू होते ही समझ में आ जाता है कि विक्रम भट्ट कुछ नया नहीं दिखाने जाा रहे हैं,-1
बाकी विक्रम भट्ट ने हॉरर फिल्मों में घिस-पिट चुके दृश्यों को ही दोहराया है।,-1
विक्रम भट्ट की हॉरर फिल्में अब बिल्कुल नहीं डरा रहीं,-1
बाकी कलाकार भरपाई के लिए हैं,-1
अरबाज खान लंबे अनुभवों के बावजूद नवाज के साथ के दृश्यों में घिसटते ही नजर आते हैं,-1
इसका असर नवाज के परफारमेंस पर भी पड़ा है,-1
‘फ्रीकी अली’ में प्रोडक्शन की भी कमियां हैं,-1
सेट और कॉस्ट्यूम में कल्पना और बजट की कटौती से फिल्म का प्रभाव कम हुआ है,-1
यह दोनों कलाकारों की सीमा के साथ निर्देशक की चूक है,-1
‘बार बार देखो’ जैसी फिल्में कुछ नया बताने की जगह बार-बार पुराने तौर-तरीकों में ले जाती हैं,-1
"यह फिल्म कहानी, संरचना और प्रस्तुति के स्तर पर लचर और कमजोर है",-1
टाइगर श्रॉफ समेत सभी अभिनेता प्रभावहीन हैं,-1
टाइगर श्रॉफ नाटकीय दृश्यों में दो-ती एक्सप्रेशन से आगे नहीं बढ़ पाते,-1
केके मेनन बिल्कुंल नहीं जंचे हैं,-1
उनके लुक पर भी काम नहीं किया गया है,-1
यह अपने उद्देश्यों पर ही खरी नहीं उतरती।,-1
पियूष मिश्रा का राजेंद्र नाथ की स्टाइल में आना खटकता है,-1
"चूंकि किरदार के चित्रण में नवीनता नहीं है, कदाचित इसी कारण से वे अपनी बेहतर फिल्मों की तरह प्रभावशाली नहीं हो पाए हैं",-1
कमी है तो कहानी की,-1
अरूणोदय सिंह निराश करते हैं,-1
इस फिल्म का आनंद छोटे पर्दे पर नहीं मिल सकता,-1
नहीं है तो ड्रामा। और अभिनेत्रियों की अदाकारी बुरी तरह से निराश करती है।,-1
राजीव खंडेलवाल के पास ऐसी फिल्में आती हैं या वे स्वयं ऐसी उलझी पटकथा और किरदारों की फिल्में चुनते हैं।,-1
कहीं न कहीं समीकरण गड़बड़ हो जाता है और उनकी फिल्में अंतिम प्रभाव में कमजोर हो जाती हैं।,-1
नाम बड़े पर दर्शन छोटे-खोटे,-1
ऐसे में पटना की फील फिल्म में नदारद है,-1
बिहारी लहजे में बोली गई हिंदी मजाक बनकर रह गई है,-1
आंचलिकता का प्रभाव होने के बावजूद ढीली पटकथा होने की वजह से अरशद वारसी और बमन ईरानी जैसे कलाकारों की प्रतिभा नष्ट हुई है,-1
गीत-संगीत में भी दम नहीं है।,-1
निशिकांत कामत ने फिल्म में किसी युक्ति से काम नहीं लिया है,-1
फिल्म सरत तरीके से धीमी चाल में अपने अंत तक पहुंचती है,-1
इसी वजह से पटकथा समतल नहीं रहती और प्रवाह टूटता है। झटके लगते हैं,-1
"कहानी का प्लॉट प्रभावी है, मगर वह सीन से अनावश्यक मोह के चलते चुस्त और रोमांचक बनने से रह गई है",-1
"दृश्य लंबे हो गए हैं, उससे फिल्म की गति में व्यवधान पड़ता है",-1
